,alpha,delta,beta,gamma,state,channel,subject
0,0.10918812507027434,0.12163685101505106,0.1798476133001233,0.04109134581939064,focused,AF3,subject_5
1,0.08387931446180759,0.07889052319932663,0.07436557587439431,0.03835747755109457,unfocused,AF3,subject_5
2,0.03545838244364645,0.10998293623422721,0.03902021086372924,0.01624170680329426,drowsy,AF3,subject_5
3,1.927218682215054,36.25553144570647,0.8924338366411528,0.21319410981808826,focused,F7,subject_5
4,1.7585385061007297,36.50617065806087,0.5905281132896603,0.1635701286467491,unfocused,F7,subject_5
5,1.4756140167021645,5.884435903941993,0.378232853879426,0.0554163032640669,drowsy,F7,subject_5
6,3.905914241711946,208.40424146294728,0.7847805693639858,0.2789740937574573,focused,F3,subject_5
7,1.3059901764668205,59.029347487467746,0.3305660801109306,0.0851487748110837,unfocused,F3,subject_5
8,0.15074230563173532,1.270578650178619,0.07191329413712083,0.024306002177290578,drowsy,F3,subject_5
9,0.04785517894859809,0.3202031262037009,0.058586529052025035,0.022251594521239305,focused,FC5,subject_5
10,0.07573900604480306,0.10557316162050245,0.0524558776024597,0.05111685170958118,unfocused,FC5,subject_5
11,0.11052100948226691,0.07146583215749965,0.08059536528792967,0.030009876811488756,drowsy,FC5,subject_5
12,0.08153379621338862,0.06608042875988915,0.04730699058769982,0.016870599113771544,focused,T7,subject_5
13,0.04134495949161325,0.027112085826524007,0.050754614890455504,0.03003035595174706,unfocused,T7,subject_5
14,0.07404052686769871,0.05896957603764273,0.09110560886733843,0.04032292369547264,drowsy,T7,subject_5
15,0.7692151966122744,8.924367996013933,0.5436459430508558,0.1376128737237828,focused,P7,subject_5
16,4.333673861631745,128.26446202528552,1.1002920868899688,0.17226843648958673,unfocused,P7,subject_5
17,1.4340275111850744,3.889935866639623,0.29669781725478656,0.08035428036144945,drowsy,P7,subject_5
18,2.9972607017638486,124.23576547838954,0.8640845633900431,0.33036556852267485,focused,O1,subject_5
19,9.13769519265365,503.00881351511936,1.9868959734044087,0.42763441125704366,unfocused,O1,subject_5
20,1.7671065823610366,10.018723264994497,0.4943950449170638,0.07408727200868173,drowsy,O1,subject_5
21,2.0550103466823573,108.77739069844304,1.10725600614699,0.1889861301518149,focused,O2,subject_5
22,1.2716461553216696,22.282793036661413,0.6718952578763309,0.08391433928311148,unfocused,O2,subject_5
23,3.9731365867432897,203.5137764562455,0.7694792036642795,0.19874438192781538,drowsy,O2,subject_5
24,1.18523125193928,36.60423049672981,0.9690705294209359,0.12316847954809154,focused,P8,subject_5
25,1.978075076635207,12.877028193258147,0.6757170521187513,0.10837689993668279,unfocused,P8,subject_5
26,1.7588527167398311,14.41681408045689,0.5935905635897383,0.09078722029869693,drowsy,P8,subject_5
27,0.0455754740380976,1.195506050653411,0.03022647280274288,0.007837940627771179,focused,T8,subject_5
28,0.047730433619372375,0.05916835889911354,0.029552478526249967,0.008540104044870777,unfocused,T8,subject_5
29,0.06778008511018561,0.23531999581288096,0.06115426128600491,0.017146228181712173,drowsy,T8,subject_5
30,0.09793302474777685,0.14454314468756982,0.06818175287039095,0.027692555816127597,focused,FC6,subject_5
31,0.06276056330216323,0.8788195190916602,0.0501489596861477,0.028280178081918485,unfocused,FC6,subject_5
32,0.08110247020427264,0.8180685777666997,0.06178097523270343,0.01907544749216326,drowsy,FC6,subject_5
33,0.07026901324378694,3.4380117147778195,0.053913667970863464,0.026788717420084287,focused,F4,subject_5
34,0.17006892402923288,1.804718416407636,0.05201614201675343,0.009032757173606363,unfocused,F4,subject_5
35,0.00015789321478638742,1.5255667354432997e-05,0.00029348511393551555,0.00119263962616826,drowsy,F4,subject_5
36,0.05712349896545761,0.047104064233796546,0.05867064215942844,0.035441307793370715,focused,F8,subject_5
37,0.018712181173476446,0.09544372353910732,0.01409264452152146,0.005822541847595626,unfocused,F8,subject_5
38,0.0047373957830058174,0.010779187880755646,0.004228299598773274,0.003232364493462374,drowsy,F8,subject_5
39,1.0748153081473282,6.385449555488301,0.5556525185465783,0.20382326156273028,focused,AF4,subject_5
40,2.1687572408553266,20.22110427911338,0.3713653409593631,0.10581611537194581,unfocused,AF4,subject_5
41,1.5906051828841723,16.88758716412879,0.5053854031152625,0.08741045825479954,drowsy,AF4,subject_5
42,0.20270919456550018,0.20914637624599855,0.06906710490479259,0.03403600492705023,focused,AF3,subject_10
43,0.1087270450186886,0.09925891724774627,0.06645367376254531,0.04392912805872952,unfocused,AF3,subject_10
44,0.07169475735803658,0.02557831045490217,0.08328383729426667,0.029003097765618678,drowsy,AF3,subject_10
45,1.6708264517372313,94.3843744261753,0.8488269265458286,0.18610688688566213,focused,F7,subject_10
46,1.960856058802315,532.9629628080437,1.0788500312404308,0.2102246311246623,unfocused,F7,subject_10
47,1.277135844735448,30.233494270138685,0.4532888272180967,0.09680712336118832,drowsy,F7,subject_10
48,1.909204457914899,112.14609450892326,1.3434990571976855,0.251785947639679,focused,F3,subject_10
49,3.774245517021838,938.4105265117131,1.602010516279104,0.382194454093936,unfocused,F3,subject_10
50,2.5006310494846518,63.037562461690285,0.652067787610922,0.11924627584329507,drowsy,F3,subject_10
51,0.15791528418500986,0.27319689699468414,0.2826623836162683,0.11302250757061998,focused,FC5,subject_10
52,0.17868306060373249,0.1062234710311979,0.0851389211568253,0.06193640965385246,unfocused,FC5,subject_10
53,0.07321122014764489,0.1185137009903806,0.1069317113169362,0.05273702368286896,drowsy,FC5,subject_10
54,0.04942260204484945,0.05824043391979007,0.03376335504582365,0.014396290753433,focused,T7,subject_10
55,0.036131770958579376,0.021152123610369666,0.03545731288237562,0.025617081933376914,unfocused,T7,subject_10
56,0.05667241707711921,0.07600604910605509,0.041512961710580866,0.026124068325769797,drowsy,T7,subject_10
57,3.027242096124486,171.54622304554528,1.2373048409772736,0.1967996377975729,focused,P7,subject_10
58,3.4501404234903825,622.6594523684801,1.491436583263568,0.24093175012047596,unfocused,P7,subject_10
59,4.917826739022078,128.93305839695932,0.8839809151791366,0.19767004685273723,drowsy,P7,subject_10
60,3.0519612301702503,70.98109791712274,1.2715224045258455,0.20271180950563764,focused,O1,subject_10
61,5.21452289849527,1714.5573246796755,2.8637457656608922,0.5176982427986508,unfocused,O1,subject_10
62,3.646044212805646,50.85637124836198,0.6478760948497414,0.126689679660102,drowsy,O1,subject_10
63,3.940050023326813,159.63907746826035,1.4927482605165905,0.2366020877013632,focused,O2,subject_10
64,1.5933805825846987,215.29895644606177,0.9203962832850405,0.14591781238086718,unfocused,O2,subject_10
65,5.255142070678359,94.06136523054431,1.0081592090907467,0.19237108359285363,drowsy,O2,subject_10
66,1.662382165865672,90.04882686124965,1.2617941356090445,0.2031325318836281,focused,P8,subject_10
67,1.7424055978625201,704.5797885524833,0.9141288974237345,0.19474729626321904,unfocused,P8,subject_10
68,2.9414587983543874,104.71550351694312,0.6704025713875503,0.11654294638449547,drowsy,P8,subject_10
69,0.05215580454930964,2.015954260207661,0.016731725649733638,0.0037397457066772576,focused,T8,subject_10
70,0.08638843049430418,0.8194926795708363,0.02270456408893519,0.009649531866064064,unfocused,T8,subject_10
71,0.030460147633723407,0.6730435510688996,0.04148947802370064,0.010656104411005899,drowsy,T8,subject_10
72,0.08661943051307178,0.5544268077452895,0.056562364224397435,0.035774767973746326,focused,FC6,subject_10
73,0.023277313383946854,0.030854186712253474,0.035605649661795705,0.017337213360573527,unfocused,FC6,subject_10
74,0.03333345816915452,0.04758622988929082,0.04534381347168312,0.01681757051366791,drowsy,FC6,subject_10
75,0.026025764511865702,0.07402908192239548,0.016126719139808846,0.0010177221094637588,focused,F4,subject_10
76,0.03553809099420131,0.02699890247232448,0.024012274023628377,0.014039185684473638,unfocused,F4,subject_10
77,0.036398039387308866,0.04547643663164701,0.02594890222846913,0.014137417378755552,drowsy,F4,subject_10
78,0.016993123650344374,0.14558021172171762,0.010449743414514273,0.004618119802237569,focused,F8,subject_10
79,0.01024909102381912,0.14518481151490983,0.010940421669102415,0.005489565390057897,unfocused,F8,subject_10
80,0.007568909649937075,0.11093601301953379,0.008292420170950441,0.002616130635863248,drowsy,F8,subject_10
81,1.4865677138480853,194.0402519823729,0.7315129874542547,0.14494912089855227,focused,AF4,subject_10
82,4.651372633714102,494.09995368717045,2.054281687445796,0.37707804423458224,unfocused,AF4,subject_10
83,1.3955606512907948,29.95234397195208,0.6643860490868763,0.11483674546136663,drowsy,AF4,subject_10
84,0.17860816946260788,0.43704273049605025,0.11438217012306799,0.05415807370637471,focused,AF3,subject_20
85,0.06280632901360209,0.07574566356405367,0.046936835205364236,0.020125113976209964,unfocused,AF3,subject_20
86,0.08304528476365561,0.09939282652409409,0.06961315331418419,0.027991375840445216,drowsy,AF3,subject_20
87,1.503667944168839,18.477581964197146,0.5257695001660454,0.07133206802811062,focused,F7,subject_20
88,2.9501384238025716,13.299601348880667,0.9773988232583918,0.09436975967834794,unfocused,F7,subject_20
89,4.201950185560675,32.11298774341195,1.0219208274463056,0.1384847992344664,drowsy,F7,subject_20
90,4.090404428086325,200.8526535643411,1.0971712519100136,0.2694373826958546,focused,F3,subject_20
91,2.802224898387177,14.405939367190632,1.122128838857449,0.07971812335759415,unfocused,F3,subject_20
92,7.383345107215147,47.262959002265156,1.556382973905576,0.09478921839554184,drowsy,F3,subject_20
93,0.1496056585517827,0.3365849005556765,0.0805664194409492,0.031000102031114377,focused,FC5,subject_20
94,0.12192120760366303,0.12381493222000677,0.09205354311068237,0.038140076442469424,unfocused,FC5,subject_20
95,0.0897354257288188,0.16416851739422475,0.0908664327971531,0.06307367302497509,drowsy,FC5,subject_20
96,0.08543351222580539,0.09166955769135751,0.06344162212937125,0.018468391079146065,focused,T7,subject_20
97,0.008846282145792753,0.02968561254812795,0.004574652205179046,0.0028516560014813066,unfocused,T7,subject_20
98,0.03424864149319774,0.4532913894987399,0.017681842520837345,0.006875750404650385,drowsy,T7,subject_20
99,7.863716819329466,357.682572686389,2.8716397819668997,0.48616240680338535,focused,P7,subject_20
100,3.7260025738981084,84.30980251694147,1.5665950163660656,0.15333085843703306,unfocused,P7,subject_20
101,12.591456490030547,17.848576706882262,1.7110475757432297,0.10119454552873018,drowsy,P7,subject_20
102,4.498663839787506,301.661531825609,1.4407072199228024,0.30102049525562286,focused,O1,subject_20
103,5.005098568913555,54.89855404678657,1.5239683660326235,0.18374536770633423,unfocused,O1,subject_20
104,15.996901352423276,20.945962386541623,1.8455603276676418,0.12840536940292027,drowsy,O1,subject_20
105,4.463469546033915,68.72507169067923,1.266562211425808,0.13197435527697018,focused,O2,subject_20
106,6.121860607895271,196.25571596821746,1.8646044027539797,0.15312266830688395,unfocused,O2,subject_20
107,19.99634025322802,36.630137982775,2.46325613883747,0.15737525153227694,drowsy,O2,subject_20
108,3.1278095281943004,21.367180089870832,1.7814107038798388,0.7519363837523722,focused,P8,subject_20
109,3.7213118056242083,17.550753969668666,1.4689126379447264,0.14334689227814976,unfocused,P8,subject_20
110,14.793654898024055,30.167672455483274,4.070879990827889,0.15139854846876222,drowsy,P8,subject_20
111,0.0005219472399136777,0.0713636231631189,0.00014790130701180376,4.1825286889310085e-05,focused,T8,subject_20
112,0.11419566001337988,0.6986239838402695,0.07815835233484672,0.02446889787739434,unfocused,T8,subject_20
113,0.03296842854595729,0.2882172447674574,0.019060045274028596,0.00579299992735157,drowsy,T8,subject_20
114,0.1787902269626122,1.5375213868297697,0.09262834556056022,0.0355053068809965,focused,FC6,subject_20
115,0.06681351175033472,0.07829888553557954,0.03811048041387993,0.02925701886466307,unfocused,FC6,subject_20
116,0.06634346096819876,0.09712141382712655,0.06530289194040868,0.018736605579641817,drowsy,FC6,subject_20
117,0.004997661090381853,0.1540590293356912,0.00404889779383101,0.002431873969535261,focused,F4,subject_20
118,0.04745255765866373,0.13908538104192764,0.05607324332049495,0.03291910375823963,unfocused,F4,subject_20
119,0.04020773324252001,1.216368906894026,0.03143035602185761,0.012834302299762393,drowsy,F4,subject_20
120,0.028020959354833962,0.12944352076449522,0.015894075787261507,0.005817414319187843,focused,F8,subject_20
121,0.060525498842401625,0.04545930974461541,0.056894298328167864,0.024336999717147725,unfocused,F8,subject_20
122,0.03691028600932055,0.10881694943306178,0.02947029386502636,0.013817262065978421,drowsy,F8,subject_20
123,2.0527728806006467,109.98116479997559,0.8791120408687947,0.1671678974135372,focused,AF4,subject_20
124,1.8483727171248225,9.381963049931633,0.9776130836833504,0.07919991961545221,unfocused,AF4,subject_20
125,2.8406163868576693,55.30922000178764,0.704701466720145,0.12414857438319045,drowsy,AF4,subject_20
126,1.9023564581097365,2.8631010563491914,0.17106647811058526,0.0405499514534443,focused,AF3,subject_25
127,0.15332878136532396,0.29083236557131975,0.07674482937347504,0.02283567875935258,unfocused,AF3,subject_25
128,0.0587154736175939,0.09515735191176347,0.04414671900165337,0.02647529957823301,drowsy,AF3,subject_25
129,2.4707192483483222,13.38859967172559,0.7491474512714502,0.11457865522434095,focused,F7,subject_25
130,12.174855981463732,18.233982844172427,0.7691766164118575,0.09857142917621016,unfocused,F7,subject_25
131,2.8112582973576283,32.53707753535812,0.6730619615928751,0.10699434305488405,drowsy,F7,subject_25
132,4.105365080768804,21.619897534209777,0.9044871016918601,0.17515825738634386,focused,F3,subject_25
133,18.847786271314593,47.39558289722504,1.6744091855977237,0.16152792296883883,unfocused,F3,subject_25
134,3.183149829707886,63.4041929468159,0.9987341484079283,0.13029001232153373,drowsy,F3,subject_25
135,3.9060117627656568,55.51894664789478,0.5302917913244807,0.07333029675772199,focused,FC5,subject_25
136,0.09198482043822101,0.13102372864644532,0.057872345177262516,0.027990957025520073,unfocused,FC5,subject_25
137,0.02833606169408463,0.03985066210814287,0.03634702215761453,0.014081600993134748,drowsy,FC5,subject_25
138,0.3239115519290154,2.3828330520282743,0.13075191622390192,0.05091228631806307,focused,T7,subject_25
139,0.05521510510019075,0.06367082441196946,0.029418315479200027,0.01752637952186728,unfocused,T7,subject_25
140,0.05841696783947266,0.02249462888900167,0.03715296505038332,0.02128068996363514,drowsy,T7,subject_25
141,7.111670082373843,20.489268217782755,0.6836475716533768,0.15110897621845804,focused,P7,subject_25
142,7.384275160131274,25.56711947800036,0.720749968445642,0.05851688386844594,unfocused,P7,subject_25
143,1.3931121433191274,20.352697991254512,0.33846371059421426,0.047060797618064955,drowsy,P7,subject_25
144,4.8744925981743386,65.71474066746586,1.5173548434421456,0.2060016655074998,focused,O1,subject_25
145,13.777918509481347,26.924781090638795,1.1885553023304987,0.18026540211683664,unfocused,O1,subject_25
146,5.123708399562892,59.557534416614786,1.3364577660259214,0.06645938519420344,drowsy,O1,subject_25
147,5.968476551076671,42.82749897386747,1.2510069933548584,0.19855560961756438,focused,O2,subject_25
148,14.90730239278109,19.54170290445296,1.281939526800961,0.14716521938432414,unfocused,O2,subject_25
149,5.532558493267601,60.79943716967504,1.3327073872609774,0.09220608278067587,drowsy,O2,subject_25
150,4.554773312817738,23.141299634057386,1.0252476610400827,0.18325195818532056,focused,P8,subject_25
151,17.759183715099784,10.58580687407101,3.1284128770795108,0.1146306596833276,unfocused,P8,subject_25
152,7.1153885998716175,195.20387486366832,1.9520540794254548,0.22715552866886468,drowsy,P8,subject_25
153,0.9815917712329512,1.1055438801141804,0.46783590336358627,0.08510221772144247,focused,T8,subject_25
154,0.42962425501666346,0.2473539525941131,0.12547628697831206,0.07436114319988725,unfocused,T8,subject_25
155,0.03924208534168152,0.46995533331760514,0.01828328929122848,0.005343775077524337,drowsy,T8,subject_25
156,3.1532358568929655,4.002589498655595,0.44495525201836017,0.09487394908795119,focused,FC6,subject_25
157,0.0991971037849795,0.092949866584637,0.09027270692912709,0.02896216226685455,unfocused,FC6,subject_25
158,0.05898007713768848,0.041905211993294125,0.037201759140334724,0.024773246650532134,drowsy,FC6,subject_25
159,0.141504988982264,0.06862699844079814,0.08432269129045486,0.022889911516722223,focused,F4,subject_25
160,0.13721813684221495,0.07728869024256578,0.17303006878301197,0.08676611241593737,unfocused,F4,subject_25
161,0.0,0.0,0.0,0.0,drowsy,F4,subject_25
162,0.10500957671433013,0.31407535598996067,0.06404137141136883,0.03298915588454581,focused,F8,subject_25
163,0.035844026520095315,0.03938745463907732,0.04356538692792209,0.022142203124712413,unfocused,F8,subject_25
164,0.0023197037309891713,0.08852680056414121,0.0009987461055111873,0.0002771522324117105,drowsy,F8,subject_25
165,2.8278639801207275,123.16997323568005,0.6683005607953746,0.1302964018358113,focused,AF4,subject_25
166,11.65790925260946,48.83838894219282,0.7892078456783316,0.08170004349222576,unfocused,AF4,subject_25
167,2.966943333456276,31.315801780451462,0.7724847373169159,0.10841031913843455,drowsy,AF4,subject_25
168,0.18667614212198252,0.6403685115113881,0.21680536093211722,0.06377204160520264,focused,AF3,subject_33
169,0.1627583895815364,0.39555874984607836,0.11475908540849508,0.06862617027925574,unfocused,AF3,subject_33
170,0.2583800754231787,6.034582163108965,0.12237864285279064,0.05757955820723297,drowsy,AF3,subject_33
171,2.1105619847458685,7.948146939765769,0.7881246651674482,0.13236233966378186,focused,F7,subject_33
172,3.255100331535494,19.51490931399443,0.42420859217460755,0.06916576715584184,unfocused,F7,subject_33
173,57.8596456253008,61.60399934268302,1.5639445039109414,0.21446470889861005,drowsy,F7,subject_33
174,9.510048916320427,786.3850999372364,3.4159565555798186,0.9369826487603881,focused,F3,subject_33
175,3.7810852697075377,19.881518922787297,0.4746466680760819,0.09305696602515771,unfocused,F3,subject_33
176,27.518681381342468,27.07382610201628,0.8855274952204034,0.11661561885444732,drowsy,F3,subject_33
177,2.0630153897559707,6.375669874617754,0.41706250348865403,0.07836907875954192,focused,FC5,subject_33
178,0.28399427531743404,0.4590327861538545,0.14115522084643478,0.052940117536036835,unfocused,FC5,subject_33
179,1.317113789931547,3.5088413561927423,0.2623589590892874,0.16298812238168017,drowsy,FC5,subject_33
180,0.8078602873777042,2.092312200582873,0.3555926662250948,0.1016147515285819,focused,T7,subject_33
181,0.055234508503611536,0.31023932512624525,0.023893553184008726,0.013226509671195803,unfocused,T7,subject_33
182,0.09710808464240285,0.2618078657257864,0.0681111405618227,0.03113006653826076,drowsy,T7,subject_33
183,21.57499055574185,2933.8186325402266,7.587283067939535,2.111891895176737,focused,P7,subject_33
184,2.9613324054112917,39.84310625708234,0.41768493178202126,0.10999050491524538,unfocused,P7,subject_33
185,42.404878160021134,29.598134348400077,1.1898041670773676,0.1780789879379712,drowsy,P7,subject_33
186,2.028743473782254,82.0138055414508,0.8080851191167392,0.2553544571814284,focused,O1,subject_33
187,3.8534967257262123,46.45620870553155,0.6129646830987951,0.09666807308772411,unfocused,O1,subject_33
188,71.83364394829621,100.16536729606152,1.8785461240315287,0.2841807971748644,drowsy,O1,subject_33
189,3.239331955892839,20.205592405417356,1.280036052215711,0.3273575357544026,focused,O2,subject_33
190,3.7828186068664813,70.96694717552333,0.6627802023728441,0.09456541716954639,unfocused,O2,subject_33
191,50.029978663212475,83.95021995766692,1.8876752963775212,0.23997790556257523,drowsy,O2,subject_33
192,2.5271550070106064,18.188325013293685,0.9125457510605773,0.21350239554983827,focused,P8,subject_33
193,3.3321252593205317,27.946253847872093,0.4596067301017741,0.11530336592397407,unfocused,P8,subject_33
194,52.38945851581012,111.17770081175887,2.2205062647874594,0.24969988710256807,drowsy,P8,subject_33
195,0.23815503137630473,0.3455240483366014,0.1894058485290288,0.04967511068441685,focused,T8,subject_33
196,0.17515547071017937,0.5030877058315479,0.09031735146578922,0.030040142337830856,unfocused,T8,subject_33
197,0.2009827520620097,0.9871414525257516,0.1376626299910935,0.06805221172514934,drowsy,T8,subject_33
198,0.027918226788564916,0.12016467887549186,0.015334688998216031,0.005702988966856587,focused,FC6,subject_33
199,0.016486627644364676,0.10397276274060185,0.013931879852381852,0.0036554128766885553,unfocused,FC6,subject_33
200,0.4176719410800348,0.36587832941551246,0.31061867118332787,0.13585644175779324,drowsy,FC6,subject_33
201,0.10182083910366029,0.0963926486513513,0.08191060025392048,0.02389637342330506,focused,F4,subject_33
202,0.11861572612147593,0.09910808424820458,0.17445524861745987,0.06791312355327836,unfocused,F4,subject_33
203,0.06369381628932791,0.16424797819450854,0.19228537633280865,0.06940360734705295,drowsy,F4,subject_33
204,0.19261562829518475,0.3666727875820666,0.10706538598168346,0.04842010984315292,focused,F8,subject_33
205,0.0311421378683277,0.11128260890228556,0.0589863685763091,0.02992537556177113,unfocused,F8,subject_33
206,0.07637521684983462,0.3029773918437691,0.04300161236244549,0.026873097373266763,drowsy,F8,subject_33
207,1.6406612055397656,87.33665149131515,0.898445452198948,0.21191538455450107,focused,AF4,subject_33
208,3.6398727447592747,38.01455696144377,0.3573719392183619,0.08978839767817393,unfocused,AF4,subject_33
209,28.23692439616147,62.233533386989315,1.2276031432189594,0.13782931716534508,drowsy,AF4,subject_33
